timestamp,regime,numTrials,k,N,n,epsilon,gamma,omega,opt,blindoracle,lru,combined
2024-04-18T14:12:30.663550,1,100,10,100,10000,0,0.3,500,6998.64,7620.12,9618.16,7650.89
2024-04-18T14:12:36.052505,2,100,10,100,10000,0,0.99,1000,6998.8,9116.23,9617.45,9617.45
2024-04-18T14:12:41.075345,1,100,10,100,10000,0.1,0.3,500,6479.23,7201.26,9004.99,7236.45
2024-04-18T14:12:46.452253,2,100,10,100,10000,0.1,0.99,1000,6477.93,8952.91,9003.38,9003.38
2024-04-18T14:12:51.425866,1,100,10,100,10000,0.2,0.3,500,5937.12,6746.99,8353.44,6782.21
2024-04-18T14:12:56.742765,2,100,10,100,10000,0.2,0.99,1000,5938.27,8785.73,8356.89,8356.89
2024-04-18T14:13:01.680923,1,100,10,100,10000,0.30000000000000004,0.3,500,5366.22,6260.41,7672.27,6301.77
2024-04-18T14:13:06.972118,2,100,10,100,10000,0.30000000000000004,0.99,1000,5362.38,8593.42,7667.36,7667.36
2024-04-18T14:13:11.871847,1,100,10,100,10000,0.4,0.3,500,4747.63,5707.14,6930.7,5771.32
2024-04-18T14:13:17.122299,2,100,10,100,10000,0.4,0.99,1000,4751.42,8371.67,6938.32,6956.29
2024-04-18T14:13:21.981383,1,100,10,100,10000,0.5,0.3,500,4104.26,5120.71,6148.83,5265.75
2024-04-18T14:13:27.215263,2,100,10,100,10000,0.5,0.99,1000,4110.69,8100.23,6158.12,6159.74
2024-04-18T14:13:32.028465,1,100,10,100,10000,0.6,0.3,500,3424.37,4453.63,5309.44,4589.56
2024-04-18T14:13:37.210067,2,100,10,100,10000,0.6,0.99,1000,3422.01,7752.81,5309.55,5310.72
2024-04-18T14:13:41.975500,1,100,10,100,10000,0.7,0.3,500,2680.6,3670.1,4359.02,3742.68
2024-04-18T14:13:47.110367,2,100,10,100,10000,0.7,0.99,1000,2677.18,7238.61,4355.99,4359.63
2024-04-18T14:13:51.808309,1,100,10,100,10000,0.7999999999999999,0.3,500,1882.64,2734.78,3298.93,2776.06
2024-04-18T14:13:56.888032,2,100,10,100,10000,0.7999999999999999,0.99,1000,1878.69,6392.5,3289.83,3295.16
2024-04-18T14:14:01.496895,1,100,10,100,10000,0.8999999999999999,0.3,500,984.47,1519.81,1977.92,1535.32
2024-04-18T14:14:06.488444,2,100,10,100,10000,0.8999999999999999,0.99,1000,983.2,4582.86,1979.36,1987.99
2024-04-18T14:14:10.916809,1,100,10,100,10000,0.9999999999999999,0.3,500,10.0,10.0,10.0,10.0
2024-04-18T14:14:15.646164,2,100,10,100,10000,0.9999999999999999,0.99,1000,10.0,10.0,10.0,10.0
