timestamp,regime,numTrials,k,N,n,epsilon,gamma,omega,opt,blindoracle,lru,combined
2024-04-18T14:14:20.343604,1,100,10,100,10000,0.5,0,500,4105.37,4105.37,6150.26,4121.43
2024-04-18T14:14:25.037625,2,100,10,100,10000,0.5,0,1000,4103.97,4103.97,6148.96,4119.99
2024-04-18T14:14:29.809391,1,100,10,100,10000,0.5,0.1,500,4109.53,4443.39,6161.53,4460.63
2024-04-18T14:14:34.581676,2,100,10,100,10000,0.5,0.1,1000,4105.0,4487.19,6157.28,4504.7
2024-04-18T14:14:39.376672,1,100,10,100,10000,0.5,0.2,500,4104.91,4778.87,6153.44,4800.3
2024-04-18T14:14:44.187471,2,100,10,100,10000,0.5,0.2,1000,4099.4,4867.9,6139.11,4891.79
2024-04-18T14:14:49.050422,1,100,10,100,10000,0.5,0.30000000000000004,500,4114.45,5125.47,6156.46,5218.68
2024-04-18T14:14:53.911854,2,100,10,100,10000,0.5,0.30000000000000004,1000,4102.69,5250.25,6152.09,5480.47
2024-04-18T14:14:58.844238,1,100,10,100,10000,0.5,0.4,500,4106.7,5462.85,6156.5,5945.64
2024-04-18T14:15:03.774239,2,100,10,100,10000,0.5,0.4,1000,4107.04,5650.11,6159.55,6050.1
2024-04-18T14:15:08.753355,1,100,10,100,10000,0.5,0.5,500,4105.01,5806.64,6152.86,6119.13
2024-04-18T14:15:13.744703,2,100,10,100,10000,0.5,0.5,1000,4108.55,6043.11,6159.64,6148.03
2024-04-18T14:15:18.768155,1,100,10,100,10000,0.5,0.6,500,4112.21,6175.66,6163.65,6165.61
2024-04-18T14:15:23.802403,2,100,10,100,10000,0.5,0.6,1000,4100.09,6435.94,6148.5,6156.28
2024-04-18T14:15:28.875021,1,100,10,100,10000,0.5,0.7,500,4101.41,6517.4,6146.35,6176.22
2024-04-18T14:15:33.950515,2,100,10,100,10000,0.5,0.7,1000,4105.2,6832.33,6154.44,6175.53
2024-04-18T14:15:39.170954,1,100,10,100,10000,0.5,0.7999999999999999,500,4107.47,6902.92,6158.78,6195.9
2024-04-18T14:15:44.390069,2,100,10,100,10000,0.5,0.7999999999999999,1000,4102.45,7257.9,6150.54,6151.65
2024-04-18T14:15:49.651875,1,100,10,100,10000,0.5,0.8999999999999999,500,4110.71,7282.48,6155.79,6187.55
2024-04-18T14:15:54.924828,2,100,10,100,10000,0.5,0.8999999999999999,1000,4116.14,7692.6,6170.13,6177.92
2024-04-18T14:16:00.189498,1,100,10,100,10000,0.5,0.9999999999999999,500,4108.58,7692.74,6159.52,6161.21
2024-04-18T14:16:05.514702,2,100,10,100,10000,0.5,0.9999999999999999,1000,4108.52,8157.35,6159.29,6159.29
