timestamp,regime,numTrials,k,N,n,epsilon,gamma,omega,opt,blindoracle,lru,combined
2024-04-18T12:32:42.089813,1,100,10,100,10000,0,0.3,100,7002.82,7268.39,9619.65,7292.18
2024-04-18T12:32:47.656902,2,100,10,100,10000,0,0.99,1000,6997.78,9117.65,9617.03,9617.03
2024-04-18T12:32:52.811575,1,100,10,100,10000,0.1,0.3,100,6478.75,6768.78,8999.07,6791.6
2024-04-18T12:32:58.339248,2,100,10,100,10000,0.1,0.99,1000,6484.66,8954.6,9001.22,9001.22
2024-04-18T12:33:03.486635,1,100,10,100,10000,0.2,0.3,100,5939.42,6246.67,8359.7,6267.58
2024-04-18T12:33:08.974832,2,100,10,100,10000,0.2,0.99,1000,5937.8,8781.8,8349.79,8349.79
2024-04-18T12:33:13.989356,1,100,10,100,10000,0.30000000000000004,0.3,100,5358.68,5667.49,7670.26,5686.68
2024-04-18T12:33:19.425195,2,100,10,100,10000,0.30000000000000004,0.99,1000,5355.96,8590.66,7660.98,7669.11
2024-04-18T12:33:24.402212,1,100,10,100,10000,0.4,0.3,100,4751.88,5055.68,6937.27,5073.74
2024-04-18T12:33:29.767444,2,100,10,100,10000,0.4,0.99,1000,4749.16,8366.04,6934.26,6935.27
2024-04-18T12:33:34.693154,1,100,10,100,10000,0.5,0.3,100,4110.61,4393.5,6160.51,4409.8
2024-04-18T12:33:40.020906,2,100,10,100,10000,0.5,0.99,1000,4100.89,8098.82,6145.65,6147.63
2024-04-18T12:33:44.932581,1,100,10,100,10000,0.6,0.3,100,3423.36,3672.22,5312.16,3687.96
2024-04-18T12:33:50.178775,2,100,10,100,10000,0.6,0.99,1000,3424.9,7743.36,5309.57,5312.51
2024-04-18T12:33:54.966942,1,100,10,100,10000,0.7,0.3,100,2684.46,2888.44,4373.66,2903.34
2024-04-18T12:34:00.167999,2,100,10,100,10000,0.7,0.99,1000,2685.36,7240.13,4365.55,4366.52
2024-04-18T12:34:04.895691,1,100,10,100,10000,0.7999999999999999,0.3,100,1878.71,2025.31,3286.22,2038.97
2024-04-18T12:34:10.101426,2,100,10,100,10000,0.7999999999999999,0.99,1000,1882.4,6389.1,3284.7,3289.61
2024-04-18T12:34:14.750381,1,100,10,100,10000,0.8999999999999999,0.3,100,987.4,1054.85,1988.44,1068.4
2024-04-18T12:34:19.799511,2,100,10,100,10000,0.8999999999999999,0.99,1000,984.17,4604.01,1974.63,1985.0
2024-04-18T12:34:24.274103,1,100,10,100,10000,0.9999999999999999,0.3,100,10.0,10.0,10.0,10.0
2024-04-18T12:34:29.092584,2,100,10,100,10000,0.9999999999999999,0.99,1000,10.0,10.0,10.0,10.0
