timestamp,regime,numTrials,k,N,n,epsilon,gamma,omega,opt,blindoracle,lru,combined
2024-04-18T12:34:33.830907,1,100,10,100,10000,0.5,0,100,4101.78,4101.78,6150.41,4117.57
2024-04-18T12:34:38.584800,2,100,10,100,10000,0.5,0,1000,4105.34,4105.34,6151.48,4120.91
2024-04-18T12:34:43.484124,1,100,10,100,10000,0.5,0.1,100,4107.49,4200.45,6148.26,4216.62
2024-04-18T12:34:48.408048,2,100,10,100,10000,0.5,0.1,1000,4115.23,4495.01,6165.31,4512.13
2024-04-18T12:34:53.312370,1,100,10,100,10000,0.5,0.2,100,4110.41,4297.12,6163.27,4313.57
2024-04-18T12:34:58.191998,2,100,10,100,10000,0.5,0.2,1000,4109.24,4873.67,6158.02,4896.45
2024-04-18T12:35:03.083400,1,100,10,100,10000,0.5,0.30000000000000004,100,4108.13,4391.23,6161.35,4407.88
2024-04-18T12:35:08.004308,2,100,10,100,10000,0.5,0.30000000000000004,1000,4103.66,5256.91,6151.98,5648.0
2024-04-18T12:35:12.929549,1,100,10,100,10000,0.5,0.4,100,4108.82,4489.98,6155.4,4507.55
2024-04-18T12:35:17.897952,2,100,10,100,10000,0.5,0.4,1000,4103.23,5646.63,6151.62,6055.59
2024-04-18T12:35:22.876194,1,100,10,100,10000,0.5,0.5,100,4109.54,4581.9,6158.77,4600.25
2024-04-18T12:35:27.897955,2,100,10,100,10000,0.5,0.5,1000,4099.49,6033.5,6148.22,6142.15
2024-04-18T12:35:32.925422,1,100,10,100,10000,0.5,0.6,100,4110.08,4689.87,6167.93,4708.27
2024-04-18T12:35:38.055483,2,100,10,100,10000,0.5,0.6,1000,4104.94,6426.63,6153.19,6158.39
2024-04-18T12:35:43.224808,1,100,10,100,10000,0.5,0.7,100,4111.2,4792.59,6162.58,4812.74
2024-04-18T12:35:48.437053,2,100,10,100,10000,0.5,0.7,1000,4102.31,6829.74,6146.48,6167.25
2024-04-18T12:35:53.587386,1,100,10,100,10000,0.5,0.7999999999999999,100,4102.61,4883.97,6156.68,4906.95
2024-04-18T12:35:58.845064,2,100,10,100,10000,0.5,0.7999999999999999,1000,4110.48,7256.18,6152.79,6153.91
2024-04-18T12:36:04.107488,1,100,10,100,10000,0.5,0.8999999999999999,100,4102.11,4973.5,6151.08,5000.7
2024-04-18T12:36:09.459910,2,100,10,100,10000,0.5,0.8999999999999999,1000,4104.89,7691.59,6156.28,6159.66
2024-04-18T12:36:14.708368,1,100,10,100,10000,0.5,0.9999999999999999,100,4099.97,5071.87,6141.89,5129.91
2024-04-18T12:36:20.048439,2,100,10,100,10000,0.5,0.9999999999999999,1000,4107.45,8150.41,6159.14,6159.8
