timestamp,regime,numTrials,k,N,n,epsilon,gamma,omega,opt,blindoracle,lru,combined
2024-04-18T14:04:31.276614,1,100,10,100,10000,0.5,0.3,500,4109.53,5122.91,6160.17,5207.45
2024-04-18T14:04:36.555484,2,100,10,100,10000,0.5,0.99,1000,4109.06,8099.64,6154.3,6156.47
2024-04-18T14:04:43.451363,1,100,20,200,10000,0.5,0.3,500,3967.35,4812.41,6201.8,4853.78
2024-04-18T14:04:50.738256,2,100,20,200,10000,0.5,0.99,1000,3963.76,7848.94,6197.57,6198.41
2024-04-18T14:05:00.266731,1,100,30,300,10000,0.5,0.3,500,3908.25,4575.41,6209.98,4628.36
2024-04-18T14:05:10.322514,2,100,30,300,10000,0.5,0.99,1000,3901.82,7417.17,6205.69,6205.69
2024-04-18T14:05:24.650325,1,100,40,400,10000,0.5,0.3,500,3872.71,4372.31,6214.89,4439.08
2024-04-18T14:05:39.449570,2,100,40,400,10000,0.5,0.99,1000,3875.68,6991.14,6213.37,6213.37
2024-04-18T14:05:56.464209,1,100,50,500,10000,0.5,0.3,500,3854.31,4205.27,6217.55,4284.81
2024-04-18T14:06:13.928795,2,100,50,500,10000,0.5,0.99,1000,3860.27,6610.21,6230.41,6235.28
2024-04-18T14:06:33.902909,1,100,60,600,10000,0.5,0.3,500,3851.49,4082.65,6233.11,4175.3
2024-04-18T14:06:54.525212,2,100,60,600,10000,0.5,0.99,1000,3847.8,6258.55,6229.46,6231.08
2024-04-18T14:07:17.512682,1,100,70,700,10000,0.5,0.3,500,3846.99,3992.14,6241.8,4098.5
2024-04-18T14:07:41.241056,2,100,70,700,10000,0.5,0.99,1000,3847.6,5925.2,6238.23,6225.59
2024-04-18T14:08:06.991153,1,100,80,800,10000,0.5,0.3,500,3849.7,3939.39,6246.69,4060.79
2024-04-18T14:08:33.362894,2,100,80,800,10000,0.5,0.99,1000,3846.65,5630.9,6240.24,6216.81
2024-04-18T14:09:01.787002,1,100,90,900,10000,0.5,0.3,500,3837.55,3899.0,6240.54,4035.44
2024-04-18T14:09:30.981894,2,100,90,900,10000,0.5,0.99,1000,3845.94,5376.46,6246.7,5820.93
2024-04-18T14:10:02.231666,1,100,100,1000,10000,0.5,0.3,500,3836.86,3885.74,6241.26,4036.18
2024-04-18T14:10:34.094084,2,100,100,1000,10000,0.5,0.99,1000,3843.5,5125.87,6242.62,5341.45
